aror,asd,variable,color
-12.378218,1.6469295,communication systems networks and digital signal processing,#1f77b4
-12.967384,1.9729837,mobility in the evolving internet architecture,#1f77b4
-12.293146,2.2615166,ieee international conference on cloud networking,#1f77b4
-10.928241,3.5923111,Computer Science - Research and Development,#1f77b4
-3.4391336,6.4360986,Entrepreneurship and Regional Development,#d62728
-1.6906196,0.9071837,Economic Development Quarterly,#d62728
-1.6733581,0.99419606,Regional Science Policy and Practice,#d62728
-1.3888043,1.1371338,Town Planning Review,#d62728
-3.0478284,7.1136947,Fashion and Textiles,#1f77b4
-8.862406,3.9522924,international conference on industrial applications of holonic and multi agent systems,#1f77b4
9.739718,-12.629699,Journal of Endodontics,#1f77b4
10.056691,-2.2363958,The Clinical Journal of Pain,#ff7f0e
9.737116,-12.621796,Journal of Orofacial Pain,#ff7f0e
10.070077,-2.2666953,Pain Practice,#ff7f0e
7.89877,-6.96937,Journal of Nuclear Cardiology,#ff7f0e
10.017474,-2.2930737,Molecular Pain,#ff7f0e
5.95475,-6.6177917,Nature Reviews Rheumatology,#ff7f0e
8.861377,-6.012574,BJA: British Journal of Anaesthesia,#ff7f0e
10.038408,-9.305266,Global Spine Journal,#ff7f0e
10.231167,-2.188873,Journal Club Schmerzmedizin,#ff7f0e
10.140586,-2.1966634,Pain management,#ff7f0e
11.547003,-0.32298455,Brain Stimulation,#d62728
5.867681,-5.008032,Experimental Gerontology,#2ca02c
6.4949193,4.936523,Mentoring & Tutoring: Partnership in Learning,#d62728
9.415735,-3.11186,Biological Research For Nursing,#ff7f0e
9.340421,-2.5128837,Research in Gerontological Nursing,#ff7f0e
-7.3911433,1.577949,"international joint conferences on bioinformatics, systems biology and intelligent computing",#1f77b4
-8.920144,1.664009,International Journal of Bioinformatics Research and Applications,#2ca02c
-8.596994,2.8422217,"The Journal of Digital Forensics, Security and Law",#1f77b4
-11.510598,1.9133519,Eurasip Journal on Information Security,#1f77b4
-9.364352,2.6457155,International Journal of Intelligent Systems Technologies and Applications,#1f77b4
-11.719739,4.69257,international conference on deductive and object-oriented databases,#1f77b4
-11.368282,4.376295,international andrei ershov memorial conference on perspectives of system informatics,#1f77b4
-11.940727,2.0706298,international conference on sensor technologies and applications,#1f77b4
11.604042,0.29324442,Learning & Memory,#d62728
6.9507647,-4.270066,Gesundheitswesen,#ff7f0e
7.0468187,-4.9396086,Deutsche Medizinische Wochenschrift,#ff7f0e
7.583887,-3.6877923,"Zeitschrift für Evidenz, Fortbildung und Qualität im Gesundheitswesen",#ff7f0e
5.6076846,-7.976573,BMC Gastroenterology,#ff7f0e
6.103537,5.045157,Journal of learning Analytics,#1f77b4
-2.8645391,7.3921866,Journal of Customer Behaviour,#d62728
-0.5231651,-0.40003487,International Journal of Sustainable Development and World Ecology,#d62728
-3.0386324,1.2883825,Transportmetrica B-Transport Dynamics,#1f77b4
-3.1434405,1.1576592,Transport,#1f77b4
-7.818374,1.0183085,international conference on environment and electrical engineering,#1f77b4
5.16246,-5.8694034,Laboratory Investigation,#2ca02c
8.3449335,-7.3745418,Clinical Anatomy,#ff7f0e
4.9785285,-5.990862,Cellular Immunology,#2ca02c
5.140578,-6.1395946,Immunology Letters,#2ca02c
5.1071825,-5.579132,Expert Opinion on Therapeutic Targets,#2ca02c
3.7601266,-8.114358,Experimental Hematology,#2ca02c
5.544544,-4.585426,Mutation Research-genetic Toxicology and Environmental Mutagenesis,#2ca02c
8.424009,-4.5180125,European Journal of Heart Failure Supplements,#ff7f0e
5.237115,-3.829191,Occupational and Environmental Medicine,#ff7f0e
8.161,-7.081555,Cardiovascular Drugs and Therapy,#ff7f0e
0.11367009,-3.0958757,Ecotoxicology and Environmental Safety,#2ca02c
-0.02693547,-2.795436,"World Academy of Science, Engineering and Technology, International Journal of Environmental and Ecological Engineering",#2ca02c
1.8843797,-5.685273,Toxicology Letters,#2ca02c
2.598966,-3.3864267,International Journal of Hygiene and Environmental Health,#ff7f0e
3.3458428,9.88796,The Forum,#d62728
3.3459864,9.685645,Justice System Journal,#d62728
9.392053,-2.2701514,Journal of Gerontological Nursing,#ff7f0e
-11.075174,-0.12435615,northeast bioengineering conference,#1f77b4
5.09093,-5.0011587,Human Genetics,#2ca02c
5.604701,-5.7668767,Journal of Bone and Mineral Metabolism,#ff7f0e
6.8159914,-3.6595883,"ICAN: Infant, Child, & Adolescent Nutrition",#ff7f0e
6.766531,-3.9938269,European Journal of Nutrition,#2ca02c
5.432547,-6.3840823,The Journal of Steroid Biochemistry and Molecular Biology,#2ca02c
7.347045,-2.2316694,Journal of Nutrition and Intermediary Metabolism,#ff7f0e
-9.24103,1.6173857,New Mathematics and Natural Computation,#2ca02c
5.7360773,-4.456321,South African Medical Journal,#ff7f0e
7.822828,-5.078743,South African Journal of Bioethics and Law,#ff7f0e
5.6928716,-4.5646296,Stem Cell Reviews and Reports,#2ca02c
9.098944,2.440029,Psychologist,#d62728
-2.6316557,7.5020814,Journal of Social Marketing,#d62728
8.648186,1.6695853,Cogent psychology,#d62728
7.5764747,-4.533506,Age,#2ca02c
-8.525763,0.33895832,mediterranean conference on control and automation,#1f77b4
-8.384965,5.4154954,ACM Siggroup Bulletin,#1f77b4
-0.2325245,-5.2097363,Computer-aided chemical engineering,#1f77b4
-10.521274,2.1495926,EAI Endorsed Transactions on Security and Safety,#1f77b4
6.076182,4.9927626,Journal on Educational Technology,#d62728
-7.881869,4.14466,international conference on remote engineering and virtual instrumentation,#1f77b4
-3.3720522,-5.1545753,Astronomy and Astrophysics,#2ca02c
-8.224469,5.378163,information and communication technologies and development,#1f77b4
-7.6842594,4.3668222,experiment international conference,#1f77b4
-3.438665,-5.1723137,arXiv: Instrumentation and Methods for Astrophysics,#2ca02c
-7.9543867,4.144562,international conference on interactive collaborative learning,#1f77b4
2.9362442,9.521591,Policy Studies Journal,#d62728
0.81790847,-1.0674427,Marine Policy,#d62728
-11.59295,2.3569968,international symposium on autonomous decentralized systems,#1f77b4
-10.28481,3.6763427,ieee swarm intelligence symposium,#1f77b4
-11.365548,3.2291703,International Transactions on Systems Science and Applications,#1f77b4
-12.15126,2.892749,autonomic computing and communication systems,#1f77b4
-6.009617,3.2457213,Journal of Manufacturing Systems,#1f77b4
3.8407836,9.011478,Administrative Science Quarterly,#d62728
4.1728334,8.784943,Industrial and Labor Relations Review,#d62728
-4.798899,5.2454286,Journal of Engineering and Technology Management,#1f77b4
-6.94626,4.8779397,International Journal of Industrial Ergonomics,#1f77b4
-6.1404586,5.362278,Information-Knowledge-Systems Management archive,#1f77b4
-3.36847,6.3752136,California Management Review,#d62728
-7.0587926,5.680804,"Knowledge, Technology & Policy",#1f77b4
-9.0640745,4.4713674,Human technology : an interdisciplinary journal on humans in ICT environments,#1f77b4
-5.6138654,5.3203053,International Journal of Innovation and Learning,#1f77b4
-3.9786363,6.1141744,Technovation,#d62728
-2.9220061,6.452102,International Journal of Management Reviews,#d62728
-3.893032,6.086067,R & D Management,#d62728
-3.5342777,6.138861,Journal of Intellectual Capital,#d62728
-0.9716623,-1.4637479,International Journal of Environment and Pollution,#2ca02c
6.801509,-2.620217,Health Policy and Planning,#ff7f0e
-13.288501,3.4318504,symposium on frontiers of massively parallel computation,#1f77b4
-10.423264,1.756162,International Journal of Electronics,#2ca02c
-12.6525545,2.2637143,Integration,#1f77b4
-11.936626,2.707233,International Journal of Network Security,#1f77b4
-11.371125,2.1225312,Iet Computers and Digital Techniques,#1f77b4
-12.658916,3.474161,symposium on computer architecture and high performance computing,#1f77b4
-8.185023,2.4966133,"International Journal of u- and e- Service, Science and Technology",#1f77b4
-13.0270405,0.84646523,international conference on photonics in switching,#1f77b4
-7.6340075,4.1594787,International Journal of Decision Support System Technology,#1f77b4
-4.3776875,3.325386,"International Journal of Reliability, Quality and Safety Engineering",#1f77b4
-5.677911,3.93216,International Journal of Industrial and Systems Engineering,#1f77b4
-12.110845,3.9277725,reliability and maintainability symposium,#1f77b4
-1.7630018,-4.0497384,International journal of performability engineering,#1f77b4
-4.884341,2.6083577,Systems Engineering,#d62728
-10.425758,3.3744285,summer computer simulation conference,#1f77b4
-2.953045,1.0009347,Journal of Infrastructure Systems,#1f77b4
-11.984103,2.0612729,international conference on ultra modern telecommunications,#1f77b4
-5.077655,3.9761338,International Transactions in Operational Research,#2ca02c
8.301939,-2.9847572,Centre for Health Research; Faculty of Health; Institute of Health and Biomedical Innovation,#ff7f0e
8.517031,-0.123252854,Child Abuse Review,#ff7f0e
-4.3210855,5.7567153,International Journal of Technology Management,#d62728
4.216359,7.8775606,Science and technology studies,#d62728
-11.623309,4.779119,logic in databases,#1f77b4
-8.678544,0.7314252,international conference on industrial technology,#1f77b4
-3.3063705,3.2272966,Electronic Journal of Statistics,#2ca02c
-8.084885,2.4727154,Nucleus,#2ca02c
1.8546033,-5.323542,Biotechnology and Bioengineering,#2ca02c
1.9077963,-5.845875,Molecular Pharmaceutics,#2ca02c
12.308379,-11.830755,The Journal of clinical and aesthetic dermatology,#ff7f0e
9.057502,-5.7611427,Clinical Pediatric Emergency Medicine,#ff7f0e
9.093966,-3.415219,Journal of pediatric rehabilitation medicine,#ff7f0e
8.958112,-6.1877737,The journal of pediatric pharmacology and therapeutics : JPPT,#ff7f0e
5.1659837,-4.6766634,Journal of Pediatric infectious diseases,#ff7f0e
8.096444,-7.7972,Journal of Surgical Case Reports,#ff7f0e
-13.347579,3.5393262,languages and compilers for parallel computing,#1f77b4
-12.010979,4.880914,european symposium on programming,#1f77b4
-12.611603,4.3400936,ACM Transactions on Programming Languages and Systems,#1f77b4
-9.604389,1.4090878,signal processing and communications applications conference,#1f77b4
8.72957,-7.3431807,Annals of Noninvasive Electrocardiology,#ff7f0e
8.934995,-7.446814,Journal of Cardiovascular Medicine,#ff7f0e
8.656645,-7.4119835,Indian pacing and electrophysiology journal,#ff7f0e
6.635499,-7.4587846,Clinics,#ff7f0e
8.1866045,-7.039418,Acta Cardiologica Sinica,#ff7f0e
8.426583,-7.2560573,Scandinavian Cardiovascular Journal,#ff7f0e
8.727168,-7.3711586,Journal of Arrhythmia,#ff7f0e
6.778285,-4.9191217,Nutrition Metabolism and Cardiovascular Diseases,#ff7f0e
8.725215,-7.3873744,Biomarkers in Medicine,#ff7f0e
8.672329,-7.4103675,Journal of Atrial Fibrillation,#ff7f0e
8.971782,-6.3175073,Clinical Respiratory Journal,#ff7f0e
8.647854,-7.335262,Cor et vasa,#ff7f0e
6.8175387,-17.440128,Experimental Eye Research,#2ca02c
4.728964,-5.583284,Brazilian Journal of Medical and Biological Research,#2ca02c
4.7307496,-5.963276,Cytometry,#2ca02c
0.623029,-5.396321,Journal of Membrane Science,#2ca02c
-1.900558,-4.3476405,Journal of Sound and Vibration,#2ca02c
-5.8668337,-3.180032,Cognitive Neurodynamics,#1f77b4
5.4612,-8.293164,Liver International,#ff7f0e
-6.7121043,-4.2150383,International Journal of Mathematics and Mathematical Sciences,#2ca02c
-7.385263,-5.638537,Finite Fields and Their Applications,#2ca02c
-7.282497,-5.651557,International Journal of Number Theory,#2ca02c
-7.294612,-5.4754844,Ramanujan Journal,#2ca02c
-7.349607,-5.418495,Journal of The Korean Mathematical Society,#2ca02c
7.2861643,-4.8863297,ACP journal club,#ff7f0e
10.465987,-6.5637417,Allergy,#ff7f0e
-7.918514,0.6504436,Journal of Neuroengineering and Rehabilitation,#d62728
7.3591,-1.58796,Harm Reduction Journal,#ff7f0e
9.987771,-6.369099,"Allergy, Asthma & Clinical Immunology",#ff7f0e
8.200813,-1.6012695,Disability and Health Journal,#ff7f0e
7.834017,-6.310031,Annals of Saudi Medicine,#ff7f0e
1.0702807,-5.3790164,Radiation Protection Dosimetry,#2ca02c
8.7935,-4.8437133,Heart & Lung,#ff7f0e
7.3271856,-3.5391543,Journal of Global Health,#ff7f0e
2.333957,-3.03604,Environment International,#2ca02c
3.8512356,-8.040008,Blood Advances,#ff7f0e
-4.9284577,5.4292493,International Journal of Services Sciences,#1f77b4
-4.0355225,6.0576158,Mediterranean journal of social sciences,#d62728
4.9808674,8.487837,Canadian Journal of Criminology and Criminal Justice,#d62728
5.4582458,9.113902,Criminal Justice Policy Review,#d62728
-1.5279112,0.74019706,Geography Compass,#d62728
5.342136,8.894126,Crime Prevention and Community Safety,#d62728
4.367387,9.107605,Social Science Research,#d62728
4.7741513,8.143232,"International journal of child, youth and family studies",#d62728
5.5344257,9.032041,Journal of Contemporary Criminal Justice,#d62728
5.3665457,9.038112,Criminology & Criminal Justice,#d62728
5.3850293,8.9562025,Police Practice and Research,#d62728
5.5045094,8.991809,Policing-an International Journal of Police Strategies & Management,#d62728
5.5431395,8.976434,Australian and New Zealand Journal of Criminology,#d62728
5.334747,8.98354,International Criminal Justice Review,#d62728
-1.6235801,1.1701179,International Journal of Social Economics,#d62728
8.670757,2.37288,International Journal of Police Science and Management,#d62728
-5.889869,4.9606133,Journal of Internet and Enterprise Management,#1f77b4
-5.9437413,5.3933578,The Journal of information and systems in education,#1f77b4
-3.1062648,1.2829989,Journal of Transportation Engineering-asce,#1f77b4
-2.9982326,1.1512715,International journal of transportation science and technology,#1f77b4
-2.9264123,1.1202244,Public Transport,#1f77b4
-4.6744294,5.590206,portland international conference on management of engineering and technology,#1f77b4
7.0922117,-5.490874,Hormone Research in Paediatrics,#ff7f0e
7.608467,-3.7245533,Diabetes Technology & Therapeutics,#ff7f0e
5.164197,-4.300207,International Archives of Occupational and Environmental Health,#ff7f0e
8.527307,-5.278181,Expert Review of Respiratory Medicine,#ff7f0e
7.379077,-3.1339324,"Global health, science and practice",#ff7f0e
8.395462,-2.024395,Journal of health informatics,#ff7f0e
8.814817,-6.3718286,Journal of Medical Cases,#ff7f0e
-0.31099,-1.2233355,Ecological Engineering,#2ca02c
3.2190206,-3.2173152,Experimental and Applied Acarology,#2ca02c
0.5445913,-4.6717367,African Journal of Biotechnology,#2ca02c
4.5215282,6.9943957,South African Journal of Science,#2ca02c
6.0990396,5.736412,International Journal of Educational Development,#d62728
8.173379,-5.099502,Global heart,#ff7f0e
9.26769,-3.0196724,Home Health Care Management & Practice,#ff7f0e
8.175932,-6.9155226,European Heart Journal - Quality of Care and Clinical Outcomes,#ff7f0e
-2.8353446,7.025591,Asia Pacific Public Relations Journal,#d62728
2.6591911,-5.290958,languages in biology and medicine,#1f77b4
-7.437768,1.3809496,"world congress on medical and health informatics, medinfo",#ff7f0e
1.2133143,-4.6004815,Pakistan Journal of Nutrition,#2ca02c
6.7144794,-2.4837587,Nutrition Research and Practice,#ff7f0e
6.405937,-2.6262448,International Journal of Food Sciences and Nutrition,#2ca02c
6.2819552,-8.188635,Journal of gastrointestinal oncology,#ff7f0e
8.542475,-7.248248,World journal of emergency medicine,#ff7f0e
-10.304241,-0.10514556,ieee international conference on automatic face and gesture recognition,#1f77b4
-9.53527,3.6026275,balkan conference in informatics,#1f77b4
-10.323072,0.21764946,international conference on image and graphics,#1f77b4
-12.939709,0.7542127,optical fiber communication conference,#1f77b4
-9.2219925,2.6937456,Network Modeling Analysis in Health Informatics and BioInformatics,#2ca02c
8.47972,5.608824,Language,#d62728
-10.02572,6.4840198,Linguistic Issues in Language Technology,#1f77b4
-10.032119,6.262111,Speech prosody,#d62728
-11.457734,3.7006,International Journal of Advances in Engineering Sciences and Applied Mathematics,#2ca02c
-12.474443,2.092875,international conference on information technology research and education,#1f77b4
5.7957277,4.7442713,Interactive Technology and Smart Education,#1f77b4
-8.185571,2.4178097,International Journal of Smart Home,#1f77b4
9.070447,-0.2780948,Journal of Addiction Research and Therapy,#ff7f0e
8.522924,-0.7717288,Mental Health and Substance Use: Dual Diagnosis,#ff7f0e
9.069447,-0.18935505,Advances in Dual Diagnosis,#ff7f0e
5.782669,-6.7916746,Annals of Clinical Biochemistry,#ff7f0e
10.490302,-6.562566,The Journal of Allergy and Clinical Immunology: In Practice,#ff7f0e
8.286032,-6.832909,Cardiology Clinics,#ff7f0e
8.2229595,-6.909532,European heart journal. Acute cardiovascular care,#ff7f0e
8.50868,-7.5096884,Turkish journal of emergency medicine,#ff7f0e
-2.1179266,-2.4776924,Elements,#2ca02c
8.410854,-7.307186,Hong Kong Journal of Emergency Medicine,#1f77b4
-1.0225667,-1.8122532,Journal of The American Water Resources Association,#2ca02c
-0.743904,-0.4196609,Water Policy,#d62728
7.9618773,-5.6499224,American Journal of Physiology-lung Cellular and Molecular Physiology,#2ca02c
4.241783,-5.4361196,Toxicology and Applied Pharmacology,#2ca02c
5.2176003,-5.4208317,In Vitro Cellular & Developmental Biology – Animal,#2ca02c
4.377045,-5.682894,Molecular Pharmacology,#2ca02c
8.39446,-5.588158,Clinics in Chest Medicine,#ff7f0e
4.5572715,-6.065407,Biomedicine & Pharmacotherapy,#2ca02c
4.682979,-4.306162,Journal of Toxicology and Environmental Health,#2ca02c
10.527717,-6.5934954,Current Opinion in Allergy and Clinical Immunology,#ff7f0e
8.644271,-5.4952965,Respiratory Research,#ff7f0e
8.631087,-5.4240284,Respiratory Medicine,#ff7f0e
4.480339,-5.875425,International Immunopharmacology,#2ca02c
8.50973,-5.504543,Pulmonary Pharmacology & Therapeutics,#ff7f0e
5.778818,-6.398114,Immunologic Research,#2ca02c
4.564633,-6.540891,Journal of Interferon and Cytokine Research,#2ca02c
4.9197197,-5.228667,Genes and Immunity,#2ca02c
5.6213264,-3.8745158,Inhalation Toxicology,#2ca02c
3.7210896,-5.3067207,Toxicological Sciences,#2ca02c
5.192301,-5.627393,Journal of Nutritional Biochemistry,#2ca02c
9.495167,-2.088184,Aging Clinical and Experimental Research,#ff7f0e
8.335513,-7.4711003,Journal of contemporary medicine,#ff7f0e
8.297146,-7.535622,Çağdaş Tıp Dergisi,#ff7f0e
8.392081,-7.367606,Indian Journal of Ophthalmology,#ff7f0e
8.532097,-7.5270114,Journal of Academic Emergency Medicine,#ff7f0e
5.9589615,-2.652241,Geospatial Health,#2ca02c
-3.6122828,6.9180737,Tourism & Management Studies,#d62728
-3.5024638,7.066882,Dos Algarves: A Multidisciplinary e-Journal,#d62728
5.3101435,-6.483402,Diagnostic Molecular Pathology,#2ca02c
5.6539984,-7.147121,Current Oncology Reports,#ff7f0e
3.500975,-4.355468,Virus Research,#2ca02c
3.6989594,-8.226351,Haematologica,#ff7f0e
3.7333739,-8.17628,Leukemia Research,#2ca02c
5.274175,-4.7529817,Clinical Genetics,#2ca02c
5.667062,-7.0497465,The American Journal of Surgical Pathology,#ff7f0e
5.5827045,-6.733915,Infectious Agents and Cancer,#ff7f0e
3.9637146,-8.176131,Seminars in Hematology,#ff7f0e
7.2820077,-5.7524486,Presse Medicale,#ff7f0e
5.5221562,-7.173703,Modern Pathology,#2ca02c
3.7058294,-4.7948885,Journal of General Virology,#2ca02c
5.7307816,-6.808395,Cancer Cytopathology,#ff7f0e
5.133824,-6.7010894,Journal of Global Oncology,#ff7f0e
5.5950522,-6.135402,Lupus science & medicine,#ff7f0e
5.995067,-6.71861,Wiener Klinische Wochenschrift,#ff7f0e
5.4440894,-6.0206814,Journal of Clinical Laboratory Analysis,#ff7f0e
5.5426006,-6.4179096,Endocrine-related Cancer,#2ca02c
5.247946,-7.188909,Applied Immunohistochemistry & Molecular Morphology,#2ca02c
12.01865,-1.6321853,Endocrine Pathology,#2ca02c
12.060785,-0.8977647,Behavioural Neurology,#d62728
0.57738334,-5.493476,Biomedical Optics Express,#1f77b4
7.9112153,-1.4793874,International Journal of Injury Control and Safety Promotion,#ff7f0e
12.133055,-1.2374933,Translational Stroke Research,#ff7f0e
12.089901,-1.0042757,Neuropathology,#2ca02c
5.6049595,-6.057643,Microvascular Research,#2ca02c
11.760662,-0.4393916,The Neuroscientist,#2ca02c
6.8869987,-2.8225913,Nature Reviews Endocrinology,#ff7f0e
12.130627,-1.4490856,Interventional Neuroradiology,#ff7f0e
7.9576955,-7.664419,Trauma,#ff7f0e
5.205667,-6.6428504,Pathology Research and Practice,#2ca02c
8.1124735,-3.9500566,Explore-the Journal of Science and Healing,#ff7f0e
6.619657,-3.9869823,Ajob Neuroscience,#d62728
2.6389394,-5.2774415,Genes & Development,#2ca02c
12.540538,-1.6985167,Interdisciplinary Neurosurgery,#ff7f0e
5.6125793,-6.354912,Harefuah,#ff7f0e
4.5561647,-5.4884524,Toxicology,#2ca02c
-7.784725,-6.1367383,international conference on progress in cryptology,#1f77b4
-7.6266775,-5.953714,"Designs, Codes and Cryptography",#2ca02c
-10.169766,6.743614,Lot Occasional Series,#1f77b4
4.2310414,-3.24185,Vector-borne and Zoonotic Diseases,#2ca02c
0.19724785,-1.6040771,Lake and Reservoir Management,#2ca02c
4.4945207,-2.9258873,Journal of Medical Entomology,#2ca02c
3.5508559,-3.2255921,Indoor Air,#2ca02c
2.0955677,-3.062237,International Journal of Biometeorology,#2ca02c
5.211378,-3.2310936,The Lancet Planetary Health,#d62728
8.002074,-4.020846,Journal of The Royal College of Physicians of London,#ff7f0e
9.027652,2.0702581,Irish Journal of Psychological Medicine,#ff7f0e
9.818367,-0.46255964,The Psychiatrist,#ff7f0e
11.058546,-0.15818037,Journal of Neuropsychiatry and Clinical Neurosciences,#d62728
2.7860882,8.982382,The Health service journal,#ff7f0e
12.061186,-0.84300786,Current Opinion in Neurology,#ff7f0e
7.6716356,-4.423441,Clinical Medicine,#ff7f0e
10.2426605,-1.6501799,Topics in Stroke Rehabilitation,#ff7f0e
11.526594,-1.3435005,International Journal of Stroke,#ff7f0e
10.537141,0.16407278,Journal of Neuropsychology,#d62728
9.57038,-0.07294278,BJPsych bulletin,#ff7f0e
11.363399,-1.0687348,BMC Neurology,#ff7f0e
6.9328375,5.057673,Science Education,#d62728
6.910949,5.1592927,Cultural Studies of Science Education,#d62728
6.6234174,4.9068966,Journal of Science Education and Technology,#1f77b4
2.9708872,9.490918,Canadian Journal of Political Science,#d62728
-8.370797,5.0708814,australasian user interface conference,#1f77b4
5.848328,5.1810536,Issues in Informing Science and Information Technology,#1f77b4
-7.375733,4.4850254,south african institute of computer scientists and information technologists,#1f77b4
-8.06243,5.134346,Codesign,#1f77b4
-7.2410803,5.856315,Information Technologies and International Development,#d62728
-10.443978,5.326023,principles of knowledge representation and reasoning,#1f77b4
-13.577714,3.7007804,international conference on detection of intrusions and malware and vulnerability assessment,#1f77b4
-13.643154,3.625836,european workshop on system security,#1f77b4
-13.587382,3.694697,ieee european symposium on security and privacy,#1f77b4
-10.300129,5.04265,Artificial Intelligence in Engineering,#1f77b4
10.302516,3.104814,Psychological Review,#d62728
9.9518585,-9.343021,European Journal of Orthopaedic Surgery and Traumatology,#ff7f0e
8.4503565,-7.461405,Journal of Academic Emergency Medicine Case Reports,#ff7f0e
7.7224784,-8.191696,International Journal of Surgery Case Reports,#ff7f0e
10.074476,-9.445373,Orthopaedics & Traumatology-surgery & Research,#ff7f0e
10.09752,-9.456889,Revue de Chirurgie Orthopédique et Traumatologique,#ff7f0e
1.5263879,-5.3067064,Genetics and Molecular Research,#2ca02c
9.93382,-9.285753,Acta Orthopaedica Belgica,#ff7f0e
8.408323,-7.816646,Journal of Clinical and Analytical Medicine,#ff7f0e
-3.334292,3.4022534,Computational Statistics,#2ca02c
-3.2787945,3.0032635,Biostatistics,#2ca02c
-3.2560563,3.1608367,Statistical Methodology,#2ca02c
-3.2843359,3.2701845,Bayesian Analysis,#2ca02c
-3.3016663,3.3118255,Statistics and Its Interface,#2ca02c
5.6723533,-2.556929,Current Opinion in Hiv and Aids,#ff7f0e
-3.2603326,3.308638,arXiv: Other Statistics,#2ca02c
-0.64401484,-5.651162,Nuclear Instruments & Methods in Physics Research Section B-beam Interactions With Materials and Atoms,#2ca02c
0.4506737,-6.03457,Physics of Plasmas,#2ca02c
-1.0330975,-5.4538136,European Physical Journal C,#2ca02c
-3.4874125,-4.723959,American Journal of Physics,#2ca02c
-1.4003803,-6.0689077,arXiv: Mesoscale and Nanoscale Physics,#2ca02c
9.173275,0.4397382,Santé mentale au Québec,#d62728
6.7364635,-8.292042,Breast Care,#ff7f0e
7.682906,-9.293422,Clinical Imaging,#ff7f0e
-6.3867764,0.18524191,ieee/pes transmission and distribution conference and exposition,#1f77b4
-13.174546,1.1230196,design of reliable communication networks,#1f77b4
4.9757004,-6.1817093,Immunology,#2ca02c
-8.209818,2.4384508,biomedical and health informatics,#1f77b4
-7.8865333,2.4893868,international conference on electrical engineering and informatics,#1f77b4
4.651477,-5.703915,Iranian Journal of Public Health,#ff7f0e
-1.7229191,6.973796,Nonprofit Management and Leadership,#d62728
-1.2939196,0.88729334,International Planning Studies,#d62728
2.341617,9.699685,Public Administration Quarterly,#d62728
-2.1861079,4.347304,Journal of Risk and Uncertainty,#d62728
10.012111,3.0987628,Judgment and Decision Making,#d62728
9.521187,2.8452718,Emotion Review,#d62728
5.282413,8.97444,International Review of Victimology,#d62728
-10.240826,4.670059,conference on artificial intelligence research and development,#1f77b4
-1.025135,-1.8063612,Earth Surface Processes and Landforms,#2ca02c
-1.020325,-1.9668571,Houille Blanche-revue Internationale De L Eau,#1f77b4
-0.7294883,-2.0969093,Advances in Water Resources,#2ca02c
-0.88242054,-1.8094314,Hydrological Processes,#2ca02c
-0.8501287,-1.701056,Earth System Science Data,#2ca02c
6.996245,-6.1840124,Medizinische Klinik,#ff7f0e
5.9072747,-5.9441466,Experimental and Clinical Endocrinology & Diabetes,#ff7f0e
9.773363,0.36742282,Psychiatrische Praxis,#ff7f0e
9.905388,-2.4586465,European Spine Journal,#ff7f0e
9.007983,-7.128588,Schmerz,#ff7f0e
9.040712,-5.0633354,International Journal of Medical Education,#ff7f0e
9.049276,0.02457768,Suchttherapie,#d62728
9.500556,-0.08353499,GMS Journal for Medical Education,#ff7f0e
9.1121435,-3.3334541,Pflege,#ff7f0e
9.377423,-3.8083415,Australian Nursing Journal,#ff7f0e
10.291936,-1.8464084,Journal of Physiotherapy,#ff7f0e
7.5324993,-4.1654377,European Journal of Preventive Cardiology,#ff7f0e
8.8685055,-5.3108473,ERJ Open Research,#ff7f0e
5.826145,5.462788,Journal of Studies in International Education,#d62728
8.849872,0.029867742,Military behavioral health,#d62728
8.420816,-3.3090463,Primary Care Respiratory Journal,#ff7f0e
-7.862125,7.8657207,International Journal of Digital Curation,#1f77b4
9.132812,-3.2938347,BMC Palliative Care,#ff7f0e
-13.194301,1.6800137,Praxis Der Informationsverarbeitung Und Kommunikation,#1f77b4
-11.265004,4.5889406,Informatik - Forschung Und Entwicklung,#1f77b4
-11.499125,1.7145208,asia pacific network operations and management symposium,#1f77b4
4.959738,6.7436996,Human Affairs,#d62728
4.4278913,7.8738,International Journal of Middle East Studies,#9467bd
5.845585,-3.8211563,International Journal of Occupational Medicine and Environmental Health,#ff7f0e
7.8688483,-3.6617255,Primary Care Diabetes,#ff7f0e
4.6706038,7.409983,Body & Society,#d62728
8.367849,-7.178966,Journal of Invasive Cardiology,#ff7f0e
6.6125374,-5.777365,Atherosclerosis Supplements,#ff7f0e
6.0167212,-5.0803804,Medical Hypotheses,#2ca02c
7.7600994,-6.6800013,Blood Pressure Monitoring,#ff7f0e
8.692367,-7.859217,Medicine Science | International Medical Journal,#ff7f0e
7.1499276,-6.7911673,Thoracic and Cardiovascular Surgeon,#ff7f0e
8.836257,-5.914301,Advances in medical education and practice,#ff7f0e
6.0717416,5.6696386,Studies in Continuing Education,#d62728
3.4866235,9.341151,Scandinavian Political Studies,#d62728
5.9846535,5.758525,"Pedagogy, Culture and Society",#d62728
5.797418,-6.2837505,Journal of Forensic and Legal Medicine,#ff7f0e
2.8266714,-5.156404,Advances in Bioinformatics,#1f77b4
0.57334113,-1.3243618,Journal of The North American Benthological Society,#2ca02c
0.710973,-0.8927617,American Midland Naturalist,#2ca02c
0.76170874,-1.1977164,Freshwater Biology,#2ca02c
